dttm,value,label
2013-07-14 17:50:00,93.2,0
2013-07-14 18:05:00,95.46666667,0
2013-07-14 18:20:00,95.06666667,0
2013-07-14 18:35:00,95.2,0
2013-07-14 18:50:00,95,0
2013-07-14 19:05:00,95.13333333,0
2013-07-14 19:20:00,95.06666667,0
2013-07-14 19:35:00,94.26666667,0
2013-07-14 19:50:00,93.2,0
2013-07-14 20:05:00,93.6,0
2013-07-14 20:20:00,93.2,0
2013-07-14 20:35:00,93.06666667,0
2013-07-14 20:50:00,92.53333333,0
2013-07-14 21:05:00,92.06666667,0
2013-07-14 21:20:00,92.06666667,0
2013-07-14 21:35:00,92.46666667,0
2013-07-14 21:50:00,93.06666667,0
2013-07-14 22:05:00,91.86666667,0
2013-07-14 22:20:00,90.33333333,0
2013-07-14 22:35:00,89,0
2013-07-14 22:50:00,89.2,0
2013-07-14 23:05:00,89.26666667,0
2013-07-14 23:20:00,89.26666667,0
2013-07-14 23:35:00,88.6,0
2013-07-14 23:50:00,86.06666667,0
2013-07-15 00:05:00,85.26666667,0
2013-07-15 00:20:00,85.73333333,0
2013-07-15 00:35:00,87.2,0
2013-07-15 00:50:00,86.66666667,0
2013-07-15 01:05:00,123.5333333,0
2013-07-15 01:20:00,145.1333333,0
2013-07-15 01:35:00,150.5333333,0
2013-07-15 01:50:00,147.8666667,0
2013-07-15 02:05:00,143.8,0
2013-07-15 02:20:00,142,0
2013-07-15 02:35:00,142,0
2013-07-15 02:50:00,141,0
2013-07-15 03:05:00,140.4,0
2013-07-15 03:20:00,140,0
2013-07-15 03:35:00,140,0
2013-07-15 03:50:00,140,0
2013-07-15 04:05:00,139.6,0
2013-07-15 04:20:00,139,0
2013-07-15 04:35:00,139.3333333,0
2013-07-15 04:50:00,139,0
2013-07-15 05:05:00,138.7333333,0
2013-07-15 05:20:00,137.8666667,0
2013-07-15 05:35:00,137,0
2013-07-15 05:50:00,137.3333333,0
2013-07-15 06:05:00,137.7333333,0
2013-07-15 06:20:00,139.2,0
2013-07-15 06:35:00,137.8,0
2013-07-15 06:50:00,135.3333333,0
2013-07-15 07:05:00,131.9333333,0
2013-07-15 07:20:00,131,0
2013-07-15 07:35:00,131,0
2013-07-15 07:50:00,130,0
2013-07-15 08:05:00,130,0
2013-07-15 08:20:00,130,0
2013-07-15 08:35:00,128.0666667,0
2013-07-15 08:50:00,126.1333333,0
2013-07-15 09:05:00,122.2,0
2013-07-15 09:20:00,111.8,0
2013-07-15 09:35:00,99.33333333,0
2013-07-15 09:50:00,57.26666667,0
2013-07-15 10:05:00,55,0
2013-07-15 10:20:00,55.06666667,0
2013-07-15 10:35:00,55.06666667,0
2013-07-15 10:50:00,55,0
2013-07-15 11:05:00,56.13333333,0
2013-07-15 11:20:00,58.06666667,0
2013-07-15 11:35:00,55.33333333,0
2013-07-15 11:50:00,72.4,0
2013-07-15 12:05:00,81.33333333,0
2013-07-15 12:20:00,81.06666667,0
2013-07-15 12:35:00,81,0
2013-07-15 12:50:00,81,0
2013-07-15 13:05:00,84,0
2013-07-15 13:20:00,85.33333333,0
2013-07-15 13:35:00,87.13333333,0
2013-07-15 13:50:00,89.93333333,0
2013-07-15 14:05:00,90.8,0
2013-07-15 14:20:00,78.53333333,0
2013-07-15 14:35:00,89.06666667,0
2013-07-15 14:50:00,104.2,0
2013-07-15 15:05:00,100.3333333,0
2013-07-15 15:20:00,108.8666667,0
2013-07-15 15:35:00,131.0666667,0
2013-07-15 15:50:00,113.1333333,0
2013-07-15 16:05:00,111.8,0
2013-07-15 16:20:00,130.3333333,0
2013-07-15 16:35:00,124,0
2013-07-15 16:50:00,124,0
2013-07-15 17:05:00,124,0
2013-07-15 17:20:00,124,0
2013-07-15 17:35:00,124,0
2013-07-15 17:50:00,124.0666667,0
2013-07-15 18:05:00,124,0
2013-07-15 18:20:00,124,0
2013-07-15 18:35:00,124,0
2013-07-15 18:50:00,124,0
2013-07-15 19:05:00,124,0
2013-07-15 19:20:00,124.3333333,0
2013-07-15 19:35:00,124,0
2013-07-15 19:50:00,123.9333333,0
2013-07-15 20:05:00,124,0
2013-07-15 20:20:00,124,0
2013-07-15 20:35:00,124,0
2013-07-15 20:50:00,124,0
2013-07-15 21:05:00,122,0
2013-07-15 21:20:00,119,0
2013-07-15 21:35:00,105.1333333,0
2013-07-15 21:50:00,95.53333333,0
2013-07-15 22:05:00,95,0
2013-07-15 22:20:00,92.33333333,0
2013-07-15 22:35:00,87.8,0
2013-07-15 22:50:00,86,0
2013-07-15 23:05:00,86,0
2013-07-15 23:20:00,85.2,0
2013-07-15 23:35:00,70.93333333,0
2013-07-15 23:50:00,78.4,0
2013-07-16 00:05:00,89,0
2013-07-16 00:20:00,77.33333333,0
2013-07-16 00:35:00,37.06666667,0
2013-07-16 00:50:00,36,0
2013-07-16 01:05:00,48.46666667,0
2013-07-16 01:20:00,68.6,0
2013-07-16 01:35:00,71.6,0
2013-07-16 01:50:00,70.73333333,0
2013-07-16 02:05:00,46.26666667,0
2013-07-16 02:20:00,54.06666667,0
2013-07-16 02:35:00,57.4,0
2013-07-16 02:50:00,57,0
2013-07-16 03:05:00,57,0
2013-07-16 03:20:00,57,0
2013-07-16 03:35:00,57,0
2013-07-16 03:50:00,57,0
2013-07-16 04:05:00,57,0
2013-07-16 04:20:00,57,0
2013-07-16 04:35:00,57,0
2013-07-16 04:50:00,57,0
2013-07-16 05:05:00,57,0
2013-07-16 05:20:00,58.86666667,0
2013-07-16 05:35:00,62.93333333,0
2013-07-16 05:50:00,76.6,0
2013-07-16 06:05:00,93.46666667,0
2013-07-16 06:20:00,102.4666667,0
2013-07-16 06:35:00,105.7333333,0
2013-07-16 06:50:00,115.4,0
2013-07-16 07:05:00,133.1333333,0
2013-07-16 07:20:00,134,0
2013-07-16 07:35:00,147.8,0
2013-07-16 07:50:00,171.5333333,0
2013-07-16 08:05:00,163.2,0
2013-07-16 08:20:00,161.9333333,0
2013-07-16 08:35:00,165.5333333,0
2013-07-16 08:50:00,168.1333333,0
2013-07-16 09:05:00,169.1333333,0
2013-07-16 09:20:00,183.4,0
2013-07-16 09:35:00,186,0
2013-07-16 09:50:00,186.4666667,0
2013-07-16 10:05:00,146.7333333,0
2013-07-16 10:20:00,187.4666667,0
2013-07-16 10:35:00,189.5333333,0
2013-07-16 10:50:00,216.8666667,0
2013-07-16 11:05:00,227.1333333,0
2013-07-16 11:20:00,196.5333333,0
